Full Market Value,Land Assessed Value,MostRecentSalePrice,MostRecentSaleDate,PropertyType,BuildingStyle,YearBuilt,RoomCounts,nbhd,LotSize(acr)
"$58,300","$34,300",,,Mfg housing,,,,Rural,5.3
"$270,000","$38,400",,,1 Family Res,Old style,1850,2 / 1.1,Rural,9.4
"$306,000","$116,200",,,Rural res&ag,Old style,1900,3 / 1.1,Rural,90.8
"$210,000","$157,600",,,Religious,Commercial,1853,,Commercial,1.96
"$66,000","$43,100",,,Mfg housing,,,,Rural,17.2
"$55,500","$33,700",,,Mfg housing,,,,Rural,4.7
"$354,000","$33,500",,,Mfg housing,Cape cod,2020,2 / 1,Rural,4.5
"$104,000","$30,700",,,1 Family Res,Manuf'd Housing,1974,3 / 1,Rural,1.7
"$27,500","$27,500",,,Vacant rural,,,,Rural,15.9
"$71,000","$69,000",,,Vac w/imprv,,,,Rural,99
"$8,700","$8,700",,,Vacant rural,,,,Rural,12.4
"$58,600","$58,600",,,Vacant rural,,,,Rural,73.2
"$25,000","$24,000",,,Vac w/imprv,,,,Rural,26.9
"$365,000","$71,300",,,Rural res,Cape cod,2002,2 / 1,Rural,73.6
"$477,000","$79,900",,,Rural res,Contemporary,1989,2 / 3,Rural,90.7
"$185,000","$37,400",,,1 Family Res,Old style,1833,4 / 1,Rural,8.4
"$62,500","$30,300",,,Mfg housing,,,,Rural,1.3
"$207,000","$81,800",,,Rural res,Log home,1992,4 / 1,Rural,89.6
"$13,500","$13,500",,,Rural vac<10,,,,Rural,0.85
"$5,300","$5,300",,,Vacant rural,,,,Rural,5.6
"$29,500","$29,500",,,Vacant rural,,,,Rural,54
"$13,200","$13,200",,,Rural vac<10,,,,Rural,0.82
"$25,100","$25,100",,,Rural vac>10,,,,Rural,11.1
"$91,400","$91,400",,,Abandoned ag,,,,Rural,138.8
"$29,200","$29,200",,,Rural vac>10,,,,Rural,19.4
"$7,100","$6,900",,,Vac w/imprv,,,,Rural,0.23
"$35,800","$35,800",,,Rural vac>10,,,,Rural,27.6
"$248,000","$37,700",,,1 Family Res,Ranch,1971,3 / 2,Rural,8.7
"$42,900","$31,100",,,Mfg housings,,,,Rural,2.1
"$182,000","$27,800",,,1 Family Res,Colonial,1975,4 / 1,Rural,0.84
"$430,000","$37,800",,,1 Family Res,Cape cod,1979,2 / 1,Rural,8.8
"$173,000","$30,800",,,1 Family Res,Ranch,2016,3 / 2,Rural,1.8
"$181,000","$31,700",,,1 Family Res,Colonial,1998,3 / 2,Rural,2.7
"$554,000","$70,700",,,1 Family Res,Contemporary,2020,3 / 2.1,Rural New,32.4
"$78,600","$34,800",,,Mfg housing,,,,Rural,5.8
"$50,800","$50,800",,,Horse farm,,,,Rural,57.5
"$45,900","$26,600",,,Mfg housing,,,,Rural,0.76
"$155,000","$31,000",,,1 Family Res,Old style,1900,4 / 2,Rural,2
"$82,600","$30,500",,,Mfg housing,,,,Rural,1.5
"$42,000","$30,300",,,Mfg housing,,,,Rural,1.26
"$19,800","$15,800",,,Vac w/imprv,,,,Rural,1.8
"$116,200","$31,200",,,Mfg housing,,,,Rural,2.2
"$43,900","$32,300",,,Mfg housing,,,,Rural,3.3
"$116,000","$30,500",,,1 Family Res,Manuf'd Housing,1999,4 / 2,Rural,1.5
"$34,500","$30,600",,,Mfg housing,,,,Rural,1.6
"$358,000","$43,400",,,Rural res,Colonial,2003,4 / 2.1,Rural,17.7
"$68,900","$68,900",,,Rural vac>10,,,,Rural,96.4
"$8,000","$8,000",,,Res vac land,,,,Rural,8
"$4,800","$4,800",,,Vacant rural,,,,Rural,4.8
"$6,000","$6,000",,,Vacant rural,,,,Rural,7
"$5,600","$5,600",,,Rural vac<10,,,,Rural,6.1
"$38,900","$38,900",,,Vacant rural,,,,Rural,38.8
"$18,800","$18,800",,,Rural vac<10,,,,Rural,4.8
"$47,000","$47,000",,,Vacant rural,,,,Rural,49.9
"$16,000","$16,000",,,Rural vac<10,,,,Rural,2
"$31,700","$31,700",,,Vacant rural,,,,Rural,20
"$17,900","$17,900",,,Rural vac<10,,,,Rural,3.9
"$26,200","$26,200",,,Rural vac>10,,,,Rural,13.3
"$28,100","$28,100",,,Rural vac>10,,,,Rural,17.1
"$3,700","$3,700",,,Rural vac<10,,,,Rural,0.12
"$15,900","$15,900",,,Rural vac<10,,,,Rural,1.9
"$26,500","$26,500",,,Rural vac>10,,,,Rural,13.9
"$64,700","$31,200",,,Mfg housing,,,,Rural,2.2
"$138,000","$32,300",,,1 Family Res,Old style,1820,4 / 1,Rural,3.3
"$278,000","$32,300",,,1 Family Res,Split level,1979,4 / 2,Rural,3.3
"$199,000","$32,000",,,1 Family Res,Contemporary,1977,2 / 1.1,Rural,3
"$235,000","$32,500",,,1 Family Res,Ranch,1971,3 / 1,Rural,3.5
"$164,000","$50,200",,,Rural res,Manuf'd Housing,1987,3 / 2,Rural,30.1
"$370,000","$45,200",,,Rural res,Contemporary,1989,3 / 2.1,Rural,21.3
"$178,000","$32,700",,,1 Family Res,Ranch,1985,2 / 3,Rural,3.7
"$264,000","$32,600",,,1 Family Res,Ranch,1986,3 / 2,Rural,3.6
"$245,000","$49,700",,,Rural res,Ranch,1979,2 / 2,Rural,30.4
"$125,000","$31,000",,,1 Family Res,Old style,1900,3 / 1,Rural,2
"$46,400","$45,400",,,Mfg housing,,,,Rural,21.8
"$45,000","$17,000",,,1 Family Res,Cottage,1900,1 / 1,Rural,0.35
"$85,100","$50,400",,,Vac w/imprv,,,,Rural,53.8
"$241,000","$32,500",,,1 Family Res,Ranch,1951,2 / 1,Rural,3.5
"$115,000","$54,500",,,Rural res,Ranch,1982,1 / 1,Rural,38.2
"$105,000","$30,800",,,1 Family Res,Manuf'd Housing,1992,3 / 2,Rural,1.8
"$147,000","$21,700",,,1 Family Res,Ranch,1954,3 / 1,Rural,0.51
"$50,500","$50,500",,,Vacant rural,,,,Rural,96
"$20,100","$20,100",,,Rural vac<10,,,,Rural,6.1
"$27,800","$27,800",,,Rural vac>10,,,,Rural,42.1
"$15,900","$15,900",,,Rural vac<10,,,,Rural,1.9
"$202,000","$31,500",,,1 Family Res,Old style,1835,5 / 3,Rural,2.5
"$51,900","$33,100",,,Mfg housing,,,,Rural,4.1
"$309,000","$27,100",,,1 Family Res,Split level,1978,2 / 2.1,Rural,0.79
"$230,000","$30,900",,,1 Family Res,Log home,1994,3 / 2,Rural,1.9
"$346,000","$36,600",,,1 Family Res,Ranch,2023,2 / 2,Rural,7.6
"$109,200","$108,200",,,Rural res,Old style,1880,4 / 1,Rural,147.4
"$257,000","$31,900",,,1 Family Res,Ranch,2007,3 / 2,Rural,2.9
"$201,000","$31,500",,,1 Family Res,Ranch,1994,3 / 2.1,Rural,2.5
"$117,000","$30,900",,,1 Family Res,Manuf'd Housing,1996,3 / 2,Rural,1.9
"$107,000","$31,200",,,1 Family Res,Manuf'd Housing,1982,3 / 1,Rural,2.2
"$119,000","$31,000",,,1 Family Res,Ranch,1992,3 / 1,Rural,2
"$42,000","$33,000",,,Mfg housing,,,,Rural,4
"$81,000","$26,500",,,1 Family Res,Ranch,1984,3 / 1,Rural,0.75
"$180,000","$176,300",,,Cemetery,,,,Commercial,3.63
"$20,000","$16,000",,,Cemetery,,,,Commercial,2.99
"$29,600",$0,,,Solar,,,,,0
"$60,700","$50,500",,,Mfg housing,,,,Rural New,1.5
"$25,200","$22,200",,,Vac w/imprv,,,,Rural New,0.72
"$792,000","$67,500",,,Rural res,Log home,1993,4 / 2.1,Rural,66
"$245,000","$30,800",,,1 Family Res,Colonial,1993,4 / 2.1,Rural,1.8
"$2,000","$2,000",,,Rural vac<10,,,,Rural New,2
"$30,200","$30,200",,,Rural vac>10,,,,Rural,55.4
"$12,100","$12,100",,,Vacant rural,,,,Rural,19.1
"$93,000","$27,300",,,1 Family Res,Manuf'd Housing,1972,3 / 1,Rural,0.81
"$21,200","$21,200",,,Vac farmland,,,,Rural,4.1
"$93,000","$93,000",,,Field crops,,,,Rural,49.7
"$75,600","$31,000",,,Mfg housing,,,,Rural,2
"$145,000","$46,600",,,Rural res,Manuf'd Housing,1977,3 / 1,Rural,24.1
"$187,000","$32,200",,,1 Family Res,Ranch,1979,1 / 1,Rural,3.2
"$10,000","$10,000",,,Rural vac<10,,,,Rural,0.5
"$324,000","$133,500",,,Rural res&ag,Old style,1900,3 / 2,Rural,77
"$70,000","$30,200",,,1 Family Res,Other style,1991,3 / 1,Rural,1.2
"$33,400","$30,700",,,Mfg housing,,,,Rural,1.7
"$170,000","$32,700",,,1 Family Res,Ranch,2009,1 / 1,Rural,3.7
"$105,000","$30,500",,,1 Family Res,Manuf'd Housing,1991,3 / 1,Rural,1.5
"$108,000","$30,400",,,1 Family Res,Manuf'd Housing,1995,3 / 2,Rural,1.4
"$142,000","$30,500",,,1 Family Res,Ranch,2024,2 / 1,Rural,1.5
"$247,000","$33,100",,,1 Family Res,Ranch,2014,3 / 2,Rural,4.1
"$45,100","$31,000",,,Mfg housing,,,,Rural,2
"$18,200","$18,200",,,Rural vac<10,,,,Rural,4.2
"$16,300","$15,600",,,Vac w/imprv,,,,Rural,1.6
"$73,100","$35,400",,,Mfg housings,,,,Rural,6.4
"$90,000","$30,900",,,1 Family Res,Ranch,2012,2 / 1,Rural,1.9
"$167,800","$167,800",,,Vacant comm,,,,Commercial,46.6
"$3,000","$3,000",,,Vac farmland,,,,Rural,3
"$258,000","$80,100",,,Rural res,Old style,1850,4 / 1,Rural,91.2
"$5,800","$5,800",,,Vacant rural,,,,Rural,6.6
"$13,100","$13,100",,,Rural vac<10,,,,Rural,21.12
"$15,000","$15,000",,,Vac farmland,,,,Rural,25
"$22,500","$22,500",,,Vac farmland,,,,Rural,40
"$2,000","$2,000",,,Rural vac<10,,,,Rural,1
"$12,200","$12,200",,,Rural vac<10,,,,Rural,1
"$10,200","$10,200",,,Rural vac>10,,,,Rural,15.3
"$14,500","$14,500",,,Rural vac<10,,,,Rural,0.95
"$69,700","$57,800",,,Dairy farm,,,,Rural,76.6
"$97,700","$11,200",,,Vac w/imprv,,,,Rural,0.62
"$67,000","$30,000",,,1 Family Res,Manuf'd Housing,1979,2 / 1,Rural,1.01
"$531,000","$88,600",,,Rural res,Split level,2014,6 / 3,Rural,103.2
"$398,000","$31,300",,,1 Family Res,Contemporary,2002,3 / 1.1,Rural,2.3
"$309,000","$30,000",,,1 Family Res,Cape cod,1970,4 / 1.1,Rural,1
"$117,000","$30,900",,,1 Family Res,Ranch,1957,4 / 1,Rural,1.9
"$221,000","$30,000",,,1 Family Res,Ranch,1972,3 / 2,Rural,1
"$128,000","$30,500",,,1 Family Res,Ranch,1958,2 / 1,Rural,1.5
"$120,000","$17,200",,,Vac w/imprv,Ranch,2000,0 / 0,Rural,3.2
"$21,900","$21,900",,,Rural vac<10,,,,Union Hew Siss,2.9
"$22,300","$22,300",,,Rural vac<10,,,,Union Hew Siss,3.3
"$31,500","$9,200",,,Vac w/imprv,,,,Union Hew Siss,1.9
"$94,000","$3,100",,,1 Family Res,Cottage,1900,1 / 1,Union Hew Siss,0.28
"$173,000","$4,300",,,1 Family Res,Old style,1850,1 / 1,Union Hew Siss,0.39
"$2,250,000","$247,900",,,Elec-hydro,Commercial,1990,,Commercial,39.95
"$914,000","$11,800",,,1 Family Res,Contemporary,2020,4 / 2.1,Union Hew Siss,1.8
"$33,400","$33,400",,,Vac farmland,,,,Rural,23.3
"$88,700","$88,700",,,Vacant rural,,,,Rural,133.3
"$195,000","$61,600",,,Rural res,Ranch,2008,3 / 2.1,Rural,49.2
"$103,000","$54,000",,,1 Family Res,Cottage,2022,0 / 1,Rural,37.4
"$8,200","$8,200",,,Vacant rural,,,,Rural,11.4
"$17,800","$17,800",,,Priv forest,,,,Rural,11.5
"$457,000","$92,700",,,Rural res,Old style,1850,4 / 1,Rural,96
"$208,000","$30,900",,,1 Family Res,Old style,1940,3 / 2.1,Rural,1.9
"$167,000","$85,400",,,Rural res,Old style,1836,4 / 1,Rural,101.8
"$208,000","$30,100",,,1 Family Res,Ranch,2007,1 / 1,Rural,1.1
"$32,000","$32,000",,,Vacant rural,,,,Rural,58.9
"$200,000","$56,600",,,Non-ceil. rr,,,,Commercial,19.81
"$7,000","$7,000",,,Rural vac<10,,,,Rural,9
"$15,500","$15,500",,,Vacant rural,,,,Rural,20.9
"$13,400","$13,400",,,Vacant rural,,,,Rural,16.7
"$124,000","$48,700",,,Seasonal res,Cottage,2003,0 / 0,Rural,25.4
"$4,760","$4,760",,,Rural vac<10,,,,Rural,9.6
"$30,300","$30,300",,,Vacant rural,,,,Rural,21.5
"$89,400","$60,700",,,Priv forest,,,,Rural,77.3
"$40,900","$40,900",,,Vacant rural,,,,Rural,42.7
"$8,100","$8,100",,,Vacant rural,,,,Rural,11.1
"$79,900","$61,700",,,Mfg housing,,,,Rural,54.3
"$7,000","$7,000",,,Vacant rural,,,,Rural,9
"$395,000","$44,400",,,Rural res,Colonial,1991,4 / 2.1,Rural,19.8
"$11,100","$11,100",,,Rural vac>10,,,,Rural,17.1
"$262,300","$262,300",,,Field crops,,,,Rural,163.5
"$21,500","$21,500",,,Rural vac>10,,,,Rural,18.9
"$31,900","$31,900",,,Rural vac>10,,,,Rural,24.7
"$115,700","$99,400",,,Vac w/imprv,,,,Rural,154.7
"$15,400","$15,400",,,Rural vac<10,,,,Rural,1.4
"$29,900","$29,900",,,Rural vac>10,,,,Rural,20.8
"$185,000","$35,400",,,1 Family Res,Ranch,1987,3 / 2,Rural,6.4
"$17,100","$17,100",,,Rural vac<10,,,,Rural,3.1
"$179,000","$55,300",,,Rural res,Manuf'd Housing,1975,3 / 1.1,Rural,38.7
"$86,900","$47,500",,,Vac w/imprv,,,,Rural,55.2
"$191,000","$35,600",,,Rural res,Old style,1830,6 / 1,Rural,6.6
"$565,000","$65,100",,,Rural res,Contemporary,2023,2 / 3,Rural,56.1
"$240,000","$32,700",,,1 Family Res,Ranch,1988,3 / 3,Rural,3.7
"$41,200","$31,000",,,Mfg housing,,,,Rural,2
"$149,000","$33,400",,,1 Family Res,Manuf'd Housing,1994,3 / 2,Rural,4.4
"$113,000","$30,800",,,1 Family Res,Manuf'd Housing,1997,3 / 2,Rural,1.8
"$7,400","$7,400",,,Rural vac<10,,,,Rural,9.88
"$23,300","$23,300",,,Vacant rural,,,,Rural,41.5
"$2,500","$2,500",,,Rural vac<10,,,,Water/Nor Lake,0.69
"$2,500","$2,500",,,Rural vac<10,,,,Water/Nor Lake,0.35
"$7,200","$7,200",,,Rural vac<10,,,,Water/Nor Lake,0.36
"$25,300","$25,300",,,Rural vac<10,,,,Water/Nor Lake,0.23
"$49,500","$49,500",,,Res vac land,,,,Water/Nor Lake,0.45
"$76,800","$67,100",,,Vac w/imprv,,,,Water/Nor Lake,0.72
"$63,300","$63,300",,,Rural vac<10,,,,Water/Nor Lake,0.65
"$225,000","$37,600",,,1 Family Res,Log home,1991,2 / 2,Water/Nor Lake,3.6
"$170,000","$12,300",,,1 Family Res,Contemporary,1981,2 / 1,Water/Nor Lake,0.35
"$266,000","$2,000",,,1 Family Res,Raised ranch,1988,4 / 1.1,Water/Nor Lake,2
"$141,000","$9,100",,,1 Family Res,Ranch,1994,2 / 1,Water/Nor Lake,0.26
"$258,000","$92,300",,,Res Multiple,Cottage,1959,2 / 1,Water/Nor Lake,0.57
"$189,000","$73,300",,,1 Family Res,Ranch,1951,3 / 1,Water/Nor Lake,0.44
"$206,000","$35,800",,,1 Family Res,Cape cod,1988,3 / 2,Water/Nor Lake,1.8
"$30,800","$30,800",,,Rural vac<10,,,,Water/Nor Lake,0.28
"$120,000","$33,300",,,1 Family Res,Ranch,1988,2 / 1,Water/Nor Lake,0.95
"$198,000","$50,100",,,Rural res,Ranch,1979,4 / 2,Water/Nor Lake,21.2
"$138,000","$63,000",,,1 Family Res,Cottage,1945,2 / 1,Water/Nor Lake,0.52
"$113,000","$70,000",,,1 Family Res,Cottage,1900,2 / 1.1,Water/Nor Lake,0.55
"$201,000","$70,000",,,1 Family Res,Ranch,1972,3 / 1,Water/Nor Lake,0.73
"$246,000","$72,400",,,1 Family Res,Cape cod,1951,3 / 2,Water/Nor Lake,0.85
"$145,000","$134,200",,,Auto body,Commercial,1985,,Commercial,2.07
"$257,000","$113,600",,,1 Family Res,Ranch,1960,3 / 1.1,Water/Nor Lake,2.6
"$415,000","$73,300",,,1 Family Res,Ranch,1995,1 / 1.1,Water/Nor Lake,0.98
"$156,000","$35,100",,,1 Family Res,Ranch,1972,3 / 1,Water/Nor Lake,1.1
"$150,000","$26,600",,,1 Family Res,Ranch,1972,3 / 1,Water/Nor Lake,0.76
"$322,000","$79,600",,,1 Family Res,Raised ranch,1964,3 / 1,Water/Nor Lake,0.67
"$199,000","$73,000",,,1 Family Res,Raised ranch,1979,2 / 1,Water/Nor Lake,0.72
"$144,000","$20,000",,,1 Family Res,Ranch,1977,3 / 1,Water/Nor Lake,0.57
"$169,000","$32,600",,,1 Family Res,Ranch,1976,2 / 1,Water/Nor Lake,0.93
"$271,000","$84,400",,,1 Family Res,Raised ranch,1994,3 / 2,Water/Nor Lake,0.57
"$145,000","$29,800",,,1 Family Res,Cape cod,2002,2 / 1.1,Water/Nor Lake,0.85
"$109,000","$24,900",,,1 Family Res,Ranch,1978,3 / 1,Water/Nor Lake,0.71
"$252,000","$103,600",,,1 Family Res,Ranch,1965,3 / 1,Water/Nor Lake,1.54
"$124,000","$12,600",,,1 Family Res,Ranch,1982,2 / 1,Water/Nor Lake,0.36
"$83,700","$66,600",,,Mfg housing,,,,Water/Nor Lake,0.71
"$223,000","$25,600",,,1 Family Res,Raised ranch,1988,2 / 1.1,Water/Nor Lake,0.73
"$94,000","$13,000",,,1 Family Res,Manuf'd Housing,1955,1 / 1,Water/Nor Lake,100
"$221,000","$85,000",,,1 Family Res,Ranch,1987,1 / 1,Water/Nor Lake,0.68
"$72,000","$13,000",,,1 Family Res,Manuf'd Housing,1958,3 / 1,Water/Nor Lake,0.37
"$229,000","$77,500",,,1 Family Res,Ranch,1958,2 / 1,Water/Nor Lake,0.52
"$197,000","$70,900",,,1 Family Res,Split level,1969,3 / 2,Water/Nor Lake,0.79
"$10,700","$6,400",,,Vac w/imprv,,,,Water/Nor Lake,0.32
"$239,000","$36,400",,,1 Family Res,Ranch,2005,3 / 2.1,Water/Nor Lake,2.4
"$138,000","$70,000",,,1 Family Res,Cottage,1962,1 / 1,Water/Nor Lake,0.44
"$236,000","$69,300",,,1 Family Res,Contemporary,2007,3 / 2,Water/Nor Lake,0.47
"$215,000","$67,900",,,1 Family Res,Log home,1989,2 / 1.1,Water/Nor Lake,0.55
"$224,000","$30,100",,,1 Family Res,Raised ranch,1978,3 / 1.1,Water/Nor Lake,0.86
"$275,000","$70,000",,,1 Family Res,A-Frame,1990,2 / 2.1,Water/Nor Lake,0.83
"$27,600","$16,100",,,Mfg housing,,,,Water/Nor Lake,0.46
"$302,000","$71,800",,,1 Family Res,Cape cod,2001,3 / 2.1,Water/Nor Lake,0.86
"$350,000","$70,600",,,1 Family Res,Ranch,1993,2 / 2,Water/Nor Lake,0.83
"$114,000","$31,900",,,1 Family Res,Cottage,1991,2 / 1,Water/Nor Lake,0.91
"$318,000","$100,800",,,1 Family Res,Ranch,1969,2 / 2,Water/Nor Lake,1.6
"$212,000","$76,300",,,1 Family Res,Ranch,1979,3 / 1,Water/Nor Lake,1
"$730,000","$214,500",,,Indoor sport,Commercial,1970,,Commercial,10.44
"$7,400","$7,400",,,Rural vac<10,,,,Rural,9.89
"$1,500","$1,500",,,Rural vac<10,,,,Water/Nor Lake,2.2
"$346,900","$346,900",,,State park,,,,Commercial,205.86
"$235,500","$235,500",,,State park,,,,Commercial,94.53
"$36,700","$36,700",,,Rural vac>10,,,,Rural,29.7
"$270,000","$21,200",,,1 Family Res,Colonial,1980,4 / 2,Rural,0.49
"$185,000","$30,500",,,1 Family Res,Cottage,2002,1 / 1,Rural,1.5
"$57,100","$39,000",,,Rural res,,,,Rural,38.9
"$149,000","$42,600",,,Rural res,Ranch,1980,2 / 1,Rural,16.1
"$241,000","$56,300",,,Rural res,Old style,1900,3 / 1,Rural,43.5
"$32,000","$32,000",,,Rural vacant,,,,Rural,59
"$4,800,000","$347,400",,,Sewage,Commercial,1970,,Commercial,6.74
"$38,400","$38,400",,,Vacant rural,,,,Rural,37.8
"$1,000","$1,000",,,Rural vac<10,,,,Rural,0.11
"$11,900","$11,900",,,Rural vac<10,,,,Rural,5.4
"$39,700","$39,700",,,Rural vac>10,,,,Rural,74.3
"$134,000","$34,900",,,1 Family Res,Ranch,1990,4 / 1,Rural,5.9
"$78,300","$33,800",,,Mfg housings,,,,Rural,3.8
"$69,700","$35,200",,,Mfg housing,,,,Rural,6.2
"$141,000","$31,600",,,1 Family Res,Manuf'd Housing,2006,3 / 2,Rural,2.6
"$99,000","$31,700",,,1 Family Res,Manuf'd Housing,1970,3 / 1,Rural,2.7
"$250,000","$32,100",,,1 Family Res,Ranch,1993,3 / 2,Rural,3.1
"$175,000","$33,800",,,1 Family Res,Manuf'd Housing,1964,3 / 1.1,Rural,4.84
"$77,700","$36,000",,,Mfg housing,,,,Rural,7
"$50,000","$33,900",,,1 Family Res,Old style,1900,3 / 1,Rural,4.9
"$4,600","$4,600",,,Rural vac<10,,,,Rural,0.15
"$49,800","$49,800",,,Vacant comm,,,,Commercial,27.02
"$361,000","$21,300",,,1 Family Res,Ranch,1994,3 / 3,Union Hew Siss,2.3
"$19,500","$19,500",,,Rural vac<10,,,,Rural,5.5
"$13,700","$13,700",,,Rural vac<10,,,,Rural,0.87
"$15,500","$15,500",,,Rural vac<10,,,,Rural,1.5
"$20,700","$20,700",,,Rural vac>10,,,,Rural,36.4
"$6,200","$6,200",,,Rural vac<10,,,,Pot outskirts,7.4
"$9,000","$9,000",,,Rural vac>10,,,,Pot outskirts,12.9
"$9,100","$9,100",,,Rural vac>10,,,,Pot outskirts,13.1
"$1,600","$1,600",,,Rural vac<10,,,,Rural,1.6
"$20,300","$20,300",,,Res vac land,,,,Pot outskirts,1.3
"$15,400","$15,400",,,Res vac land,,,,Rural,1.4
"$387,200","$232,000",,,Field crops,,,,Rural,141.1
"$105,000","$104,200",,,Com vac w/imp,,,,Commercial,1.07
"$219,000","$35,500",,,1 Family Res,Ranch,1992,3 / 2,Pot outskirts,1.5
"$187,000","$36,000",,,1 Family Res,Ranch,1958,3 / 1.1,Pot outskirts,2
"$176,000","$35,000",,,1 Family Res,Ranch,1955,2 / 1,Pot outskirts,1
"$170,000","$23,100",,,1 Family Res,Ranch,1964,3 / 2,Pot outskirts,0.52
"$239,000","$22,500",,,1 Family Res,Raised ranch,1973,4 / 2,Pot outskirts,0.5
"$168,000","$29,100",,,1 Family Res,Ranch,1970,3 / 1.1,Pot outskirts,0.72
"$182,000","$35,300",,,1 Family Res,Ranch,1958,3 / 1.1,Pot outskirts,1.3
"$202,000","$37,000",,,1 Family Res,Ranch,1958,3 / 1.1,Pot outskirts,3
"$210,000","$36,900",,,1 Family Res,Ranch,1968,3 / 1.1,Pot outskirts,2.9
"$216,000","$35,700",,,1 Family Res,Ranch,1951,3 / 2,Pot outskirts,1.7
"$138,000","$22,500",,,1 Family Res,Ranch,1971,3 / 1,Pot outskirts,0.5
"$162,000","$22,200",,,1 Family Res,Ranch,1970,3 / 1,Pot outskirts,0.49
"$170,000","$28,300",,,1 Family Res,Ranch,1960,3 / 1.1,Rural,0.88
"$168,000","$22,800",,,1 Family Res,Ranch,1971,3 / 1,Pot outskirts,0.51
"$199,000","$31,000",,,1 Family Res,Ranch,1968,3 / 1.1,Rural,2
"$345,000","$48,000",,,Rural res&ag,Ranch,2019,3 / 3,Pot outskirts,8
"$143,000","$17,000",,,1 Family Res,Ranch,2002,2 / 1,Rural,0.35
"$207,000","$29,600",,,1 Family Res,Ranch,1968,3 / 1,Rural,0.97
"$85,900","$67,600",,,Vac w/imprv,,,,Rural,93.94
"$194,000","$29,700",,,1 Family Res,Colonial,1968,5 / 2,Rural,0.98
"$248,000","$30,800",,,1 Family Res,Ranch,1972,3 / 1.1,Rural,1.8
"$296,000","$31,100",,,1 Family Res,Ranch,1968,4 / 2,Rural,2.1
"$415,000","$43,700",,,Rural res,Raised ranch,1988,4 / 2.1,Rural,18.3
"$313,000","$30,900",,,2 Family Res,Cape cod,1930,7 / 2.1,Rural,1.9
"$236,000","$31,000",,,1 Family Res,Colonial,1996,4 / 2.1,Rural,2
"$281,000","$47,000",,,Rural res,Log home,1992,3 / 2,Rural,25
"$56,700","$56,700",,,Res vac land,,,,Rural,89.3
"$118,000","$23,300",,,1 Family Res,Old style,1935,4 / 1.1,Rural,0.59
"$15,900","$15,900",,,Rural vac<10,,,,Rural,1.9
"$337,000","$27,900",,,1 Family Res,Cape cod,1958,1 / 2,Rural,0.85
"$50,000","$31,600",,,Mfg housing,,,,Rural,2.6
"$468,000","$87,200",,,Rural res,Colonial,1995,4 / 3.1,Rural,105.4
"$259,000","$49,600",,,Rural res,Old style,1864,3 / 2,Rural,29.36
"$251,000","$47,100",,,Rural res,Ranch,1991,3 / 2,Rural,24.1
"$308,000","$13,700",,,Rural res,Cape cod,1991,3 / 2.1,Rural,22.4
"$16,700","$16,700",,,Vacant rural,,,,Rural,28.4
"$24,300","$14,900",,,Vac w/imprv,,,,Rural,24.7
"$22,700","$22,700",,,Rural vac>10,,,,Rural,8.7
"$25,000","$25,000",,,Rural vac>10,,,,Rural,11
"$169,000","$30,900",,,2 Family Res,Duplex,1987,3 / 2,Rural,1.9
"$328,000","$31,800",,,1 Family Res,Raised ranch,1987,3 / 2.1,Rural,2.8
"$20,900","$20,900",,,Rural vac<10,,,,Rural,6.9
"$26,000","$26,000",,,Rural vac>10,,,,Rural,13
"$106,200","$106,200",,,Field crops,,,,Rural,126.2
"$181,600","$181,600",,,Field crops,,,,Rural,86.8
"$164,000","$31,100",,,1 Family Res,Old style,1850,5 / 1.1,Rural,2.1
"$280,000","$33,000",,,1 Family Res,Ranch,1988,3 / 3,Rural,2.8
"$335,000","$47,500",,,Rural res,Cape cod,2007,1 / 2,Rural,25.9
"$15,900","$15,900",,,Rural vac<10,,,,Rural,1.9
"$198,000","$30,300",,,Mfg housing,Manuf'd Housing,2018,4 / 2,Rural,1.3
"$129,000","$35,900",,,1 Family Res,Manuf'd Housing,2018,3 / 2,Rural,6.9
"$128,000","$30,500",,,1 Family Res,Manuf'd Housing,1994,3 / 2,Rural,1.5
"$160,000","$41,200",,,Rural res,Manuf'd Housing,2002,3 / 2,Rural,13.1
"$53,500","$45,500",,,Field crops,,,,Rural,47
"$250,000","$31,000",,,1 Family Res,Old style,1946,4 / 2.1,Rural,2
"$40,300","$40,300",,,Vac farmland,,,,Rural,40.3
"$85,500","$85,500",,,Vac farmland,,,,Rural,124.3
"$19,100","$19,100",,,Rural vac<10,,,,Rural,5.1
"$57,100","$57,100",,,Vac farmland,,,,Rural,75.2
"$35,900","$35,900",,,Vacant rural,,,,Rural,21.6
"$78,100","$78,100",,,Vac farmland,,,,Rural,66.4
"$15,400","$15,400",,,Rural vac<10,,,,Rural,1.36
"$128,400","$128,400",,,Vacant comm,,,,Commercial,26.23
"$13,100","$13,100",,,Rural vac>10,,,,Rural,21.1
"$6,000","$6,000",,,Vacant rural,,,,Rural,7
"$23,000","$23,000",,,Rural vac<10,,,,Rural,9
"$19,900","$19,900",,,Rural vac<10,,,,Rural,5.9
"$18,900","$18,900",,,Rural vac<10,,,,Rural,4.9
"$18,900","$18,900",,,Rural vac<10,,,,Rural,4.9
"$19,700","$19,700",,,Rural vac<10,,,,Rural,5.7
"$18,900","$18,900",,,Rural vac<10,,,,Rural,4.9
"$21,000","$21,000",,,Rural vac<10,,,,Rural,7
